"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Sep 06 19:39:39 GMT 2022","Tue Sep 06 19:39:53 GMT 2022","14216","","demonqa.tests.RegisterUserTest","","demonqa.tests.RegisterUserTest","registerUser","Проверка корректности сохранения даных при регистрации пользователя",""
