"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 07 17:43:00 GMT 2022","Wed Sep 07 17:43:12 GMT 2022","12238","","demonqa.tests.RegisterUserTest","","demonqa.tests.RegisterUserTest","registerUser","Проверка корректности сохранения даных при регистрации пользователя",""
