"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Sep 06 20:06:21 GMT 2022","Tue Sep 06 20:06:35 GMT 2022","13789","","demonqa.tests.RegisterUserTest","","demonqa.tests.RegisterUserTest","registerUser","Проверка корректности сохранения даных при регистрации пользователя",""
